"Displacements:0","Displacements:1","Displacements:2","Stress/Strain:0","Stress/Strain:1","Stress/Strain:2","Stress/Strain:3","Stress/Strain:4","Stress/Strain:5","Stress/Strain:6","Stress/Strain:7","Stress/Strain:8","Stress/Strain:9","Stress/Strain:10","Stress/Strain:11","Stress/Strain:12","Stress/Strain:13","Stress/Strain:14","Stress/Strain:15","Principal Stress:0","Principal Stress:1","Principal Stress:2","Principal Stress:3","Principal Stress:4","Principal Stress:5","Principal Stress:6","nodes:0","nodes:1","nodes:2"
0.29236,-0.0098105,0.59592,-0.82691,-0.83239,-0.79575,-0.0022213,0,0,-0.081023,-0.095254,0,-0.011551,0,0,0.60673,-0.014037,0,0.6069,-0.82612,-0.83317,-0.79575,-19.533,-0.81835,0.034445,1.8061e-06,0.46,0.82,0
0.29046,-0.0092286,0.57179,-0.81951,-0.81836,-0.77725,-0.0038103,0,0,-0.10985,-0.10689,0,-0.019813,0,0,0.60035,-0.010245,0,0.60045,-0.81508,-0.82279,-0.77725,-49.255,-0.80504,0.042211,3.433e-06,0.48,0.82,0
0.28796,-0.0087528,0.54789,-0.8132,-0.80312,-0.75884,-0.0043284,0,0,-0.14133,-0.11513,0,-0.022508,0,0,0.59483,-0.008159,0,0.59489,-0.80152,-0.81481,-0.75884,-69.672,-0.79172,0.050644,5.1552e-06,0.5,0.82,0
0.28481,-0.0083289,0.5242,-0.80787,-0.78689,-0.74053,-0.0042922,0,0,-0.17508,-0.12054,0,-0.022319,0,0,0.59021,-0.0071657,0,0.59026,-0.78604,-0.80871,-0.74053,-78.872,-0.77843,0.060144,6.0618e-06,0.52,0.82,0
0.28096,-0.0079297,0.50068,-0.80332,-0.76989,-0.7223,-0.0039954,0,0,-0.21065,-0.12374,0,-0.020776,0,0,0.58642,-0.0068186,0,0.58647,-0.76942,-0.80379,-0.7223,-83.278,-0.76517,0.070861,4.8785e-06,0.54,0.82,0
0.27638,-0.0075433,0.47729,-0.79943,-0.75233,-0.70417,-0.0035879,0,0,-0.24766,-0.12522,0,-0.018657,0,0,0.58336,-0.0068245,0,0.5834,-0.75206,-0.7997,-0.70417,-85.668,-0.75198,0.082728,1.343e-07,0.56,0.82,0
0.27105,-0.0071646,0.45401,-0.79605,-0.73435,-0.68612,-0.0031347,0,0,-0.28581,-0.12539,0,-0.0163,0,0,0.5809,-0.0070081,0,0.58094,-0.73419,-0.79621,-0.68612,-87.099,-0.73884,0.095591,-9.7476e-06,0.58,0.82,0
0.26495,-0.0067915,0.43082,-0.79311,-0.71606,-0.66816,-0.0026555,0,0,-0.32487,-0.12455,0,-0.013809,0,0,0.57893,-0.0072739,0,0.57898,-0.71597,-0.7932,-0.66816,-88.028,-0.72577,0.10928,-2.6414e-05,0.6,0.82,0
0.25806,-0.0064228,0.40769,-0.79053,-0.69753,-0.65026,-0.002149,0,0,-0.36469,-0.12289,0,-0.011175,0,0,0.57737,-0.0075768,0,0.57742,-0.69748,-0.79058,-0.65026,-88.677,-0.71277,0.12366,-5.1573e-05,0.62,0.82,0
0.25036,-0.0060575,0.38462,-0.78827,-0.67882,-0.63244,-0.0016052,0,0,-0.40516,-0.12059,0,-0.0083472,0,0,0.57615,-0.0079028,0,0.57621,-0.6788,-0.78829,-0.63244,-89.16,-0.69984,0.13862,-8.6999e-05,0.64,0.82,0
0.24185,-0.0056941,0.3616,-0.7863,-0.65997,-0.61468,-0.0010135,0,0,-0.44621,-0.11775,0,-0.0052701,0,0,0.57524,-0.008256,0,0.5753,-0.65996,-0.78631,-0.61468,-89.54,-0.68698,0.15406,-0.00013455,0.66,0.82,0
0.23252,-0.0053316,0.33861,-0.78461,-0.64102,-0.59699,-0.00036607,0,0,-0.48781,-0.11446,0,-0.0019035,0,0,0.57459,-0.0086509,0,0.57465,-0.64102,-0.78461,-0.59699,-89.854,-0.67421,0.16994,-0.00019618,0.68,0.82,0
0.22234,-0.0049688,0.31563,-0.78319,-0.62197,-0.57937,0.00033881,0,0,-0.52994,-0.11078,0,0.0017618,0,0,0.5742,-0.0091073,0,0.57427,-0.62197,-0.78319,-0.57937,89.88,-0.66151,0.18621,-0.000274,0.7,0.82,0
0.21132,-0.0046057,0.29267,-0.78205,-0.60287,-0.56181,0.0010947,0,0,-0.57263,-0.10675,0,0.0056923,0,0,0.57407,-0.0096471,0,0.57415,-0.60286,-0.78206,-0.56181,89.65,-0.64891,0.20286,-0.00037028,0.72,0.82,0
0.19944,-0.0042435,0.26971,-0.78121,-0.58371,-0.54433,0.0018841,0,0,-0.61589,-0.10239,0,0.0097973,0,0,0.57422,-0.010291,0,0.57431,-0.58369,-0.78123,-0.54433,89.454,-0.63642,0.21988,-0.0004875,0.74,0.82,0
0.18668,-0.0038852,0.24673,-0.78069,-0.56452,-0.52693,0.0026755,0,0,-0.65977,-0.097741,0,0.013913,0,0,0.57468,-0.011055,0,0.57478,-0.56449,-0.78072,-0.52693,89.291,-0.62405,0.23725,-0.00062833,0.76,0.82,0
0.17305,-0.0035365,0.22373,-0.7805,-0.54532,-0.50961,0.0034198,0,0,-0.7043,-0.092843,0,0.017783,0,0,0.5755,-0.011943,0,0.57562,-0.54527,-0.78055,-0.50961,89.167,-0.61181,0.25498,-0.0007956,0.78,0.82,0
0.15851,-0.0032062,0.20069,-0.78066,-0.52615,-0.49239,0.0040482,0,0,-0.74951,-0.087774,0,0.021051,0,0,0.57675,-0.012943,0,0.57689,-0.52609,-0.78073,-0.49239,89.089,-0.59973,0.27305,-0.00099212,0.8,0.82,0
0.14306,-0.002907,0.17759,-0.78116,-0.50706,-0.47526,0.0044744,0,0,-0.79533,-0.08268,0,0.023267,0,0,0.5785,-0.014004,0,0.57867,-0.50699,-0.78123,-0.47526,89.065,-0.58783,0.2914,-0.0012202,0.82,0.82,0
0.1267,-0.0026542,0.15441,-0.78194,-0.48817,-0.45824,0.0046066,0,0,-0.84162,-0.077813,0,0.023954,0,0,0.58084,-0.015024,0,0.58104,-0.48809,-0.78201,-0.45824,89.102,-0.57611,0.30993,-0.0014812,0.84,0.82,0
0.1094,-0.0024641,0.13113,-0.78289,-0.46961,-0.44131,0.0043754,0,0,-0.8881,-0.073566,0,0.022752,0,0,0.58382,-0.015823,0,0.58404,-0.46955,-0.78295,-0.44131,89.2,-0.5646,0.32843,-0.0017743,0.86,0.82,0
0.091173,-0.0023492,0.10771,-0.78386,-0.45157,-0.42448,0.0037773,0,0,-0.93439,-0.07042,0,0.019642,0,0,0.58742,-0.016127,0,0.58765,-0.45152,-0.7839,-0.42448,89.349,-0.5533,0.34669,-0.0020964,0.88,0.82,0
0.072025,-0.0023113,0.084132,-0.78469,-0.43418,-0.40773,0.0029013,0,0,-0.9801,-0.068786,0,0.015087,0,0,0.59149,-0.01559,0,0.5917,-0.43416,-0.78471,-0.40773,89.526,-0.5422,0.36449,-0.0024429,0.9,0.82,0
0.051969,-0.0023361,0.060388,-0.78522,-0.41742,-0.39099,0.0019144,0,0,-1.025,-0.06873,0,0.0099548,0,0,0.59571,-0.013868,0,0.59587,-0.41741,-0.78523,-0.39099,89.702,-0.53121,0.38172,-0.0028105,0.92,0.82,0
0.031024,-0.0023929,0.036476,-0.78528,-0.4332,-0.3929,0.00067566,0,0,-0.7719,-0.069852,0,0.0029777,0,0,0.60047,-0.016111,0,0.60072,-0.4332,-0.78528,-0.3929,89.892,-0.53712,0.3741,-0.0025902,0.94,0.82,0
0.021093,-0.002526,0.024413,-0.78565,-0.45255,-0.39587,-0.00060467,0,0,-0.50671,-0.073684,0,-0.0015721,0,0,0.60596,-0.01628,0,0.60618,-0.45255,-0.78565,-0.39587,-89.896,-0.54469,0.36475,-0.0022909,0.96,0.82,0
0.010756,-0.0026526,0.012238,-0.78497,-0.43869,-0.37934,-0.00075699,0,0,-0.52733,-0.077163,0,-0.0019682,0,0,0.61033,-0.0087874,0,0.61038,-0.43869,-0.78497,-0.37934,-89.875,-0.53433,0.37946,-0.0025762,0.98,0.82,0
0,-0.0027019,0,-0.76924,-0.41592,-0.35555,-0.0009473,0,0,-0.5378,-0.078488,0,-0.002463,0,0,0.61188,-3.4694e-18,0,0.61187,-0.41592,-0.76924,-0.35555,-89.846,-0.51357,0.38705,-0.0027354,1,0.82,0
0,-0.018608,1,-0.97332,-1.8458,-1.8458,-0.019567,0,0,1.1342,-0.00011813,0,-0.050875,0,0,0.75276,-9.1246e-16,0,0.75256,-0.97288,-1.8463,-1.8458,-1.2841,-1.555,0.87313,0.034187,0,0.84,0
0.022683,-0.019626,0.98494,-0.95275,-1.8121,-1.8144,-0.048376,0,0,1.1201,0.0029982,0,-0.12578,0,0,0.75989,0.042326,0,0.76086,-0.95003,-1.8148,-1.8144,-3.2119,-1.5264,0.86457,0.033191,0.02,0.84,0
0.044806,-0.023205,0.9696,-0.97994,-1.79,-1.8006,-0.10903,0,0,1.0669,0.013722,0,-0.28347,0,0,0.79199,0.090565,0,0.797,-0.96553,-1.8045,-1.8006,-7.5325,-1.5235,0.83701,0.030115,0.04,0.84,0
0.065357,-0.029875,0.95327,-1.0049,-1.6518,-1.7503,-0.16841,0,0,0.96898,0.12803,0,-0.43787,0,0,0.84181,0.13963,0,0.85449,-0.96368,-1.693,-1.7503,-13.753,-1.469,0.75958,0.022077,0.06,0.84,0
0.083565,-0.038352,0.93593,-1.0044,-1.4017,-1.6578,-0.14282,0,0,0.84935,0.33289,0,-0.37134,0,0,0.88674,0.082451,0,0.89027,-0.95841,-1.4477,-1.6578,-17.858,-1.3546,0.62155,0.007752,0.08,0.84,0
0.099331,-0.044761,0.9178,-1.0429,-1.3629,-1.6395,-0.093529,0,0,0.77568,0.35958,0,-0.24318,0,0,0.90919,0.053748,0,0.91073,-1.0175,-1.3882,-1.6395,-15.152,-1.3484,0.54197,0.0026592,0.1,0.84,0
0.11459,-0.048643,0.89956,-1.0288,-1.326,-1.606,-0.05834,0,0,0.75037,0.36402,0,-0.15168,0,0,0.91232,0.03507,0,0.91297,-1.0177,-1.337,-1.606,-10.718,-1.3202,0.51006,0.0010049,0.12,0.84,0
0.12935,-0.051044,0.8813,-1.0201,-1.2994,-1.5772,-0.03838,0,0,0.72413,0.36107,0,-0.099788,0,0,0.91298,0.021261,0,0.91321,-1.015,-1.3046,-1.5772,-7.6841,-1.2989,0.48696,0.00031175,0.14,0.84,0
0.14356,-0.05234,0.86304,-1.0151,-1.2769,-1.5507,-0.024681,0,0,0.69621,0.35586,0,-0.06417,0,0,0.91243,0.010112,0,0.91247,-1.0128,-1.2792,-1.5507,-5.3386,-1.2809,0.4658,-8.3771e-05,0.16,0.84,0
0.15719,-0.052779,0.84481,-1.0124,-1.2564,-1.5254,-0.014478,0,0,0.66697,0.34974,0,-0.037642,0,0,0.91123,0.00044315,0,0.91122,-1.0115,-1.2573,-1.5254,-3.3834,-1.2648,0.4452,-0.00034233,0.18,0.84,0
0.17024,-0.052494,0.8266,-1.0111,-1.2371,-1.5011,-0.0058991,0,0,0.63692,0.34314,0,-0.015338,0,0,0.90953,-0.0085182,0,0.90956,-1.011,-1.2373,-1.5011,-1.4943,-1.2498,0.42485,-0.00052025,0.2,0.84,0
0.18267,-0.051552,0.80842,-1.0109,-1.2188,-1.4773,0.0023655,0,0,0.6064,0.3361,0,0.0061502,0,0,0.90733,-0.017396,0,0.90749,-1.0108,-1.2188,-1.4773,0.65171,-1.2356,0.40478,-0.0006345,0.22,0.84,0
0.19449,-0.049955,0.7903,-1.0114,-1.2016,-1.4542,0.011564,0,0,0.57564,0.32837,0,0.030065,0,0,0.90449,-0.026822,0,0.90488,-1.0107,-1.2023,-1.4542,3.4662,-1.2224,0.38526,-0.00068366,0.24,0.84,0
0.2057,-0.047644,0.77224,-1.013,-1.1864,-1.4321,0.023318,0,0,0.54477,0.31935,0,0.060628,0,0,0.90069,-0.037599,0,0.90146,-1.0099,-1.1895,-1.4321,7.527,-1.2105,0.36693,-0.00064722,0.26,0.84,0
0.21628,-0.044468,0.75428,-1.0159,-1.1748,-1.4115,0.039903,0,0,0.51423,0.30772,0,0.10375,0,0,0.8952,-0.050983,0,0.89663,-1.0065,-1.1842,-1.4115,13.337,-1.2007,0.35163,-0.00046808,0.28,0.84,0
0.22627,-0.04018,0.73644,-1.0202,-1.1716,-1.394,0.068406,0,0,0.48588,0.28911,0,0.17786,0,0,0.8867,-0.06937,0,0.88936,-0.9939,-1.1979,-1.394,21.055,-1.1953,0.34651,7.3668e-05,0.3,0.84,0
0.23572,-0.034025,0.71881,-0.97746,-1.1691,-1.3628,0.10716,0,0,0.50092,0.25176,0,0.27861,0,0,0.85801,-0.098392,0,0.86334,-0.92953,-1.217,-1.3628,24.097,-1.1698,0.38184,0.0015194,0.32,0.84,0
0.2463,-0.02654,0.70212,-0.96572,-1.3321,-1.3915,0.12946,0,0,0.55347,0.077148,0,0.3366,0,0,0.80445,-0.15898,0,0.82153,-0.9246,-1.3733,-1.3915,17.624,-1.2298,0.45804,0.0049092,0.34,0.84,0
0.25786,-0.020552,0.68663,-0.93016,-1.3987,-1.3853,0.083945,0,0,0.59166,-0.017418,0,0.21826,0,0,0.74167,-0.11882,0,0.75131,-0.91557,-1.4133,-1.3853,9.8573,-1.238,0.48431,0.0057686,0.36,0.84,0
0.26997,-0.016662,0.67245,-0.8921,-1.3797,-1.354,0.042555,0,0,0.60045,-0.033399,0,0.11064,0,0,0.69113,-0.081082,0,0.69591,-0.88841,-1.3834,-1.354,4.9508,-1.2086,0.48093,0.0056412,0.38,0.84,0
0.28187,-0.014293,0.65898,-0.87807,-1.3642,-1.3317,0.015014,0,0,0.58968,-0.042307,0,0.039035,0,0,0.65951,-0.055352,0,0.66191,-0.8776,-1.3647,-1.3317,1.7672,-1.1913,0.47143,0.0052924,0.4,0.84,0
0.29356,-0.012809,0.64607,-0.85408,-1.0951,-1.0693,-0.0011618,0,0,0.26759,-0.044753,0,-0.010447,0,0,0.6364,-0.029772,0,0.63721,-0.85078,-1.0984,-1.0693,-24.287,-1.0062,0.24404,0.0025757,0.42,0.84,0
0.29258,-0.012095,0.62099,-0.83666,-0.84154,-0.81395,-0.0080563,0,0,-0.059032,-0.07172,0,-0.041893,0,0,0.62156,-0.011037,0,0.62167,-0.83068,-0.84751,-0.81395,-36.575,-0.83071,0.029066,-7.0672e-09,0.44,0.84,0
0.29119,-0.011666,0.59635,-0.82694,-0.83115,-0.7956,-0.010041,0,0,-0.081489,-0.092429,0,-0.052214,0,0,0.61139,-0.0058856,0,0.61143,-0.81879,-0.8393,-0.7956,-39.083,-0.8179,0.037873,2.9434e-07,0.46,0.84,0
0.28932,-0.01135,0.57208,-0.81878,-0.81834,-0.77718,-0.010221,0,0,-0.10818,-0.10703,0,-0.053148,0,0,0.60284,-0.0033999,0,0.60286,-0.80834,-0.82879,-0.77718,-45.618,-0.80477,0.045016,1.6416e-06,0.48,0.84,0
0.28687,-0.011056,0.54812,-0.81207,-0.80363,-0.75877,-0.0095518,0,0,-0.13858,-0.11664,0,-0.049669,0,0,0.59591,-0.0026123,0,0.59592,-0.79741,-0.81829,-0.75877,-56.917,-0.79149,0.052307,3.5985e-06,0.5,0.84,0
0.28378,-0.010748,0.5244,-0.80655,-0.78758,-0.74044,-0.008571,0,0,-0.17189,-0.12256,0,-0.044569,0,0,0.59046,-0.0027611,0,0.59047,-0.78428,-0.80985,-0.74044,-68.951,-0.77819,0.060801,5.0464e-06,0.52,0.84,0
0.27999,-0.010416,0.50088,-0.80196,-0.77061,-0.72221,-0.0075427,0,0,-0.20734,-0.12584,0,-0.039222,0,0,0.58623,-0.0033456,0,0.58624,-0.76889,-0.80368,-0.72221,-77.15,-0.76493,0.070803,4.5504e-06,0.54,0.84,0
0.27548,-0.010061,0.47751,-0.79807,-0.75303,-0.70408,-0.0065655,0,0,-0.24436,-0.12727,0,-0.034141,0,0,0.58296,-0.0040857,0,0.58298,-0.75209,-0.799,-0.70408,-81.873,-0.75173,0.082207,5.7235e-07,0.56,0.84,0
0.27022,-0.009686,0.45424,-0.7947,-0.73502,-0.68604,-0.0056602,0,0,-0.28253,-0.12735,0,-0.029433,0,0,0.58043,-0.0048425,0,0.58045,-0.73449,-0.79524,-0.68604,-84.63,-0.73859,0.094768,-8.4625e-06,0.58,0.84,0
0.26418,-0.0092963,0.43107,-0.79176,-0.71671,-0.66808,-0.0048114,0,0,-0.32158,-0.12645,0,-0.02502,0,0,0.57844,-0.0055595,0,0.57847,-0.71641,-0.79207,-0.66808,-86.347,-0.72552,0.10825,-2.4151e-05,0.6,0.84,0
0.25736,-0.0088953,0.40797,-0.78916,-0.69819,-0.65019,-0.0039911,0,0,-0.36132,-0.12481,0,-0.020754,0,0,0.57689,-0.0062253,0,0.57692,-0.69802,-0.78933,-0.65019,-87.493,-0.71251,0.12245,-4.8121e-05,0.62,0.84,0
0.24973,-0.008485,0.38492,-0.78685,-0.67951,-0.63237,-0.003169,0,0,-0.40164,-0.12258,0,-0.016479,0,0,0.57567,-0.0068532,0,0.57571,-0.67942,-0.78694,-0.63237,-88.31,-0.69958,0.13723,-8.2054e-05,0.64,0.84,0
0.24129,-0.0080664,0.36191,-0.78479,-0.66071,-0.61461,-0.0023182,0,0,-0.44248,-0.11987,0,-0.012054,0,0,0.57473,-0.0074691,0,0.57478,-0.66067,-0.78484,-0.61461,-88.93,-0.68671,0.15251,-0.00012771,0.66,0.84,0
0.23203,-0.0076397,0.33894,-0.78299,-0.64182,-0.59691,-0.0014173,0,0,-0.4838,-0.11675,0,-0.0073701,0,0,0.57404,-0.0081053,0,0.57409,-0.64181,-0.783,-0.59691,-89.425,-0.67391,0.1682,-0.00018697,0.68,0.84,0
0.22194,-0.007205,0.31599,-0.78144,-0.62285,-0.57928,-0.00045245,0,0,-0.52561,-0.11327,0,-0.0023527,0,0,0.57357,-0.0087978,0,0.57364,-0.62284,-0.78144,-0.57928,-89.837,-0.66119,0.18428,-0.00026186,0.7,0.84,0
0.211,-0.0067628,0.29306,-0.78016,-0.6038,-0.56172,0.00058154,0,0,-0.56795,-0.10943,0,0.003024,0,0,0.57334,-0.0095836,0,0.57342,-0.6038,-0.78016,-0.56172,89.811,-0.64856,0.20074,-0.00035466,0.72,0.84,0
0.19922,-0.0063144,0.27013,-0.77918,-0.5847,-0.54422,0.0016781,0,0,-0.61088,-0.10523,0,0.008726,0,0,0.57336,-0.0105,0,0.57346,-0.58468,-0.77919,-0.54422,89.506,-0.63603,0.21758,-0.00046796,0.74,0.84,0
0.18657,-0.0058631,0.24719,-0.77854,-0.56552,-0.52681,0.0028147,0,0,-0.65449,-0.10065,0,0.014636,0,0,0.57368,-0.011581,0,0.57379,-0.56549,-0.77858,-0.52681,89.243,-0.62363,0.23483,-0.00060473,0.76,0.84,0
0.17304,-0.0054149,0.22423,-0.77831,-0.54629,-0.50949,0.003947,0,0,-0.69891,-0.095668,0,0.020524,0,0,0.57434,-0.012854,0,0.57449,-0.54622,-0.77837,-0.50949,89.026,-0.61136,0.25253,-0.00076841,0.78,0.84,0
0.15861,-0.0049794,0.20124,-0.77853,-0.527,-0.49228,0.0050012,0,0,-0.74425,-0.09028,0,0.026006,0,0,0.57547,-0.01433,0,0.57564,-0.5269,-0.77863,-0.49228,88.861,-0.59927,0.2707,-0.00096286,0.8,0.84,0
0.14327,-0.0045715,0.17819,-0.77925,-0.50769,-0.47518,0.0058681,0,0,-0.79058,-0.084531,0,0.030514,0,0,0.57716,-0.015986,0,0.57739,-0.50756,-0.77938,-0.47518,88.763,-0.58737,0.28937,-0.001192,0.82,0.84,0
0.12699,-0.0042113,0.15507,-0.78047,-0.48843,-0.45821,0.0064035,0,0,-0.8379,-0.078594,0,0.033298,0,0,0.5796,-0.017736,0,0.57987,-0.48829,-0.78061,-0.45821,88.745,-0.5757,0.30847,-0.0014592,0.84,0.84,0
0.10975,-0.0039238,0.13183,-0.7821,-0.46938,-0.44136,0.0064548,0,0,-0.88594,-0.072862,0,0.033565,0,0,0.58294,-0.019383,0,0.58326,-0.46925,-0.78224,-0.44136,88.818,-0.56428,0.32782,-0.0017653,0.86,0.84,0
0.091552,-0.003733,0.10843,-0.78396,-0.45082,-0.42465,0.0059224,0,0,-0.93422,-0.068033,0,0.030797,0,0,0.58727,-0.020556,0,0.58764,-0.45071,-0.78407,-0.42465,88.982,-0.55314,0.34712,-0.0021074,0.88,0.84,0
0.072385,-0.0036522,0.084844,-0.7858,-0.43303,-0.40807,0.004863,0,0,-0.98209,-0.064894,0,0.025288,0,0,0.59251,-0.020698,0,0.59288,-0.43296,-0.78586,-0.40807,89.21,-0.5423,0.36598,-0.0024785,0.9,0.84,0
0.052269,-0.0036702,0.06103,-0.78736,-0.41613,-0.39156,0.0034702,0,0,-1.0291,-0.063867,0,0.018045,0,0,0.59828,-0.019161,0,0.59859,-0.41609,-0.7874,-0.39156,89.465,-0.53168,0.38416,-0.0028717,0.92,0.84,0
0.031222,-0.0037479,0.036981,-0.78793,-0.43044,-0.39325,0.0015641,0,0,-0.77617,-0.064468,0,0.0066805,0,0,0.60518,-0.023177,0,0.60568,-0.43043,-0.78794,-0.39325,89.753,-0.53721,0.37767,-0.0026826,0.94,0.84,0
0.021222,-0.0039767,0.024799,-0.78938,-0.45143,-0.39704,-0.00047166,0,0,-0.51004,-0.070705,0,-0.0012263,0,0,0.61337,-0.023818,0,0.61384,-0.45143,-0.78938,-0.39704,-89.92,-0.54595,0.36817,-0.0023756,0.96,0.84,0
0.010821,-0.0041884,0.012446,-0.78909,-0.43936,-0.38098,-0.00083202,0,0,-0.53054,-0.075889,0,-0.0021633,0,0,0.61996,-0.012971,0,0.62008,-0.43936,-0.78909,-0.38098,-89.864,-0.53648,0.38228,-0.0026452,0.98,0.84,0
0,-0.0042697,0,-0.77315,-0.41677,-0.35698,-0.0015638,0,0,-0.54103,-0.077733,0,-0.0040659,0,0,0.62232,-6.0715e-18,0,0.6223,-0.41677,-0.77316,-0.35698,-89.749,-0.51563,0.38974,-0.0028009,1,0.84,0
0,-0.018243,1,-0.96779,-1.804,-1.8315,-0.018562,0,0,1.1229,0.035801,0,-0.048261,0,0,0.79,-1.2195e-15,0,0.78989,-0.96738,-1.8044,-1.8315,-1.271,-1.5344,0.85092,0.031535,0,0.86,0
0.022457,-0.019208,0.9842,-0.95395,-1.7687,-1.801,-0.04359,0,0,1.1012,0.041982,0,-0.11333,0,0,0.79702,0.031091,0,0.79756,-0.95162,-1.771,-1.801,-3.0537,-1.5079,0.83479,0.029749,0.02,0.86,0
0.044046,-0.022163,0.96812,-0.96942,-1.7164,-1.7739,-0.090097,0,0,1.0458,0.074673,0,-0.23425,0,0,0.81644,0.059319,0,0.81868,-0.95871,-1.7271,-1.7739,-6.7809,-1.4866,0.79284,0.025297,0.04,0.86,0
0.064289,-0.027009,0.95154,-0.99292,-1.6157,-1.7341,-0.12318,0,0,0.96357,0.15395,0,-0.32026,0,0,0.84352,0.070065,0,0.84657,-0.96944,-1.6392,-1.7341,-10.791,-1.4476,0.72191,0.018201,0.06,0.86,0
0.082589,-0.032747,0.93438,-1.0106,-1.4782,-1.681,-0.12372,0,0,0.8716,0.26361,0,-0.32168,0,0,0.86956,0.064611,0,0.87204,-0.97984,-1.509,-1.681,-13.941,-1.3899,0.63294,0.0098507,0.08,0.86,0
0.099153,-0.037816,0.91676,-1.0293,-1.3913,-1.6429,-0.093527,0,0,0.79775,0.32711,0,-0.24317,0,0,0.88767,0.046875,0,0.88889,-1.0066,-1.4141,-1.6429,-13.662,-1.3545,0.55832,0.004143,0.1,0.86,0
0.1145,-0.041507,0.89887,-1.0383,-1.3482,-1.6148,-0.064038,0,0,0.7495,0.34662,0,-0.1665,0,0,0.89714,0.032355,0,0.89771,-1.0256,-1.3609,-1.6148,-11.227,-1.3337,0.51192,0.0016296,0.12,0.86,0
0.12913,-0.043884,0.88087,-1.0349,-1.3151,-1.5859,-0.042169,0,0,0.71623,0.35203,0,-0.10964,0,0,0.90097,0.020501,0,0.90119,-1.0287,-1.3213,-1.5859,-8.3768,-1.312,0.48272,0.00050196,0.14,0.86,0
0.14315,-0.045252,0.86283,-1.0312,-1.2886,-1.5588,-0.026879,0,0,0.6859,0.35119,0,-0.069886,0,0,0.9023,0.010474,0,0.90236,-1.0284,-1.2914,-1.5588,-5.8969,-1.2929,0.45933,-7.0688e-05,0.16,0.86,0
0.15657,-0.045795,0.84478,-1.0283,-1.2658,-1.533,-0.015366,0,0,0.65615,0.34735,0,-0.039952,0,0,0.90214,0.001593,0,0.90213,-1.0273,-1.2668,-1.533,-3.686,-1.2757,0.43817,-0.00039425,0.18,0.86,0
0.16939,-0.045637,0.82675,-1.0265,-1.2455,-1.5084,-0.005854,0,0,0.62642,0.34168,0,-0.01522,0,0,0.90084,-0.0066737,0,0.90086,-1.0263,-1.2457,-1.5084,-1.5299,-1.2601,0.418,-0.00058117,0.2,0.86,0
0.18163,-0.044838,0.80875,-1.0256,-1.2273,-1.4846,0.0030968,0,0,0.59678,0.33445,0,0.0080517,0,0,0.89848,-0.014784,0,0.8986,-1.0255,-1.2274,-1.4846,0.87903,-1.2458,0.39856,-0.00067291,0.22,0.86,0
0.19327,-0.043409,0.79081,-1.0252,-1.2116,-1.4618,0.012829,0,0,0.56763,0.32536,0,0.033356,0,0,0.89483,-0.023195,0,0.89512,-1.0243,-1.2124,-1.4618,3.9196,-1.2329,0.38014,-0.00067623,0.24,0.86,0
0.20433,-0.041304,0.77296,-1.0247,-1.1991,-1.4401,0.024819,0,0,0.53999,0.31332,0,0.06453,0,0,0.88931,-0.032439,0,0.8899,-1.0212,-1.2025,-1.4401,7.9454,-1.2213,0.36382,-0.00056912,0.26,0.86,0
0.21487,-0.038426,0.75524,-1.0224,-1.1922,-1.4196,0.041216,0,0,0.51641,0.2956,0,0.10716,0,0,0.8807,-0.04323,0,0.88176,-1.0129,-1.2017,-1.4196,12.944,-1.2114,0.35252,-0.00027815,0.28,0.86,0
0.22499,-0.034593,0.73773,-1.0082,-1.1937,-1.3983,0.062508,0,0,0.50715,0.26597,0,0.16252,0,0,0.86543,-0.056539,0,0.86729,-0.98908,-1.2128,-1.3983,16.987,-1.2001,0.3549,0.00036944,0.3,0.86,0
0.23515,-0.029822,0.72062,-0.98526,-1.2301,-1.3852,0.083252,0,0,0.51996,0.20165,0,0.21646,0,0,0.83966,-0.073386,0,0.84301,-0.95964,-1.2557,-1.3852,17.108,-1.2002,0.37787,0.001714,0.32,0.86,0
0.24579,-0.024678,0.70414,-0.96031,-1.3014,-1.3826,0.079809,0,0,0.54904,0.10565,0,0.2075,0,0,0.80267,-0.079018,0,0.80685,-0.94256,-1.3191,-1.3826,12.54,-1.2148,0.41202,0.0033063,0.34,0.86,0
0.25711,-0.020241,0.68851,-0.92843,-1.3431,-1.37,0.054723,0,0,0.57399,0.034959,0,0.14228,0,0,0.75954,-0.069927,0,0.7631,-0.92133,-1.3502,-1.37,7.3931,-1.2138,0.43907,0.0043176,0.36,0.86,0
0.26875,-0.017046,0.67376,-0.90183,-1.3525,-1.35,0.023478,0,0,0.58269,-0.0031617,0,0.061043,0,0,0.71715,-0.046085,0,0.71883,-0.90061,-1.3537,-1.35,2.9742,-1.2015,0.45128,0.0047193,0.38,0.86,0
0.28042,-0.014922,0.65983,-0.88152,-1.3445,-1.3276,8.5632e-05,0,0,0.57996,-0.021955,0,0.00022264,0,0,0.67861,-0.024283,0,0.67924,-0.88152,-1.3445,-1.3276,0.010597,-1.1846,0.4548,0.0048091,0.4,0.86,0
0.29194,-0.013556,0.64662,-0.85594,-1.0854,-1.0674,-0.014084,0,0,0.26165,-0.031286,0,-0.059474,0,0,0.64785,-0.0076993,0,0.64802,-0.84471,-1.0966,-1.0674,-26.465,-1.0029,0.24564,0.0024115,0.42,0.86,0
