"Displacements:0","Displacements:1","Stress/Strain:0","Stress/Strain:1","Stress/Strain:2","Stress/Strain:3","Stress/Strain:4","Stress/Strain:5","Stress/Strain:6","Stress/Strain:7","Stress/Strain:8","Stress/Strain:9","Stress/Strain:10","Stress/Strain:11","Stress/Strain:12","Principal Stress:0","Principal Stress:1","Principal Stress:2","Principal Stress:3","Principal Stress:4","Principal Stress:5","Principal Stress:6","nodes:0","nodes:1","nodes:2"
0.0358724,-0.0064775,0.0279855,-0.000401991,0.00827505,-0.000387787,0,0,0.0512471,-0.0225603,0,-0.00201649,0,0,0,0.0279908,-0.000407287,0.00827505,-0.782493,0.0119528,0.0252046,5.05497e-07,0.72,0.82,0
0.0368957,-0.00654551,0.0279418,-0.000302856,0.0082917,-0.000442709,0,0,0.0510904,-0.0223458,0,-0.00230209,0,0,0,0.0279488,-0.000309794,0.0082917,-0.897762,0.0119769,0.0250892,5.01432e-07,0.74,0.82,0
0.037916,-0.00661595,0.0278997,-0.000202501,0.00830916,-0.000478874,0,0,0.0509354,-0.0221303,0,-0.00249015,0,0,0,0.0279079,-0.000210659,0.00830916,-0.975968,0.0120021,0.0249735,4.97397e-07,0.76,0.82,0
0.0389332,-0.0066872,0.0278605,-0.000104645,0.00832677,-0.000496931,0,0,0.0507878,-0.0219217,0,-0.00258404,0,0,0,0.0278694,-0.000113472,0.00832677,-1.0177,0.0120275,0.0248615,4.9353e-07,0.78,0.82,0
0.0399475,-0.00675768,0.0278254,-1.23093e-05,0.00834393,-0.000498195,0,0,0.0506518,-0.0217262,0,-0.00259062,0,0,0,0.0278343,-2.12224e-05,0.00834393,-1.02495,0.0120523,0.0247566,4.89941e-07,0.8,0.82,0
0.0409592,-0.00682588,0.027795,7.22582e-05,0.00836018,-0.000484446,0,0,0.0505305,-0.0215486,0,-0.00251912,0,0,0,0.0278035,6.37952e-05,0.00836018,-1.00082,0.0120758,0.0246613,4.86712e-07,0.82,0.82,0
0.0419687,-0.00689042,0.0277696,0.000147584,0.00837516,-0.00045772,0,0,0.0504256,-0.0213917,0,-0.00238015,0,0,0,0.0277772,0.000140001,0.00837516,-0.949092,0.0120975,0.0245771,4.83892e-07,0.84,0.82,0
0.0429763,-0.0069501,0.0277492,0.000212892,0.00838862,-0.000420131,0,0,0.0503375,-0.0212569,0,-0.00218468,0,0,0,0.0277556,0.000206484,0.00838862,-0.873911,0.0121169,0.0245049,4.81499e-07,0.86,0.82,0
0.0439822,-0.00700383,0.0277333,0.000267985,0.00840039,-0.000373729,0,0,0.0502656,-0.0211443,0,-0.00194339,0,0,0,0.0277384,0.000262901,0.00840039,-0.779448,0.0121339,0.0244446,4.79528e-07,0.88,0.82,0
0.0449869,-0.00705073,0.0277215,0.000313095,0.00841038,-0.000320399,0,0,0.0502089,-0.0210529,0,-0.00166607,0,0,0,0.0277253,0.000309351,0.00841038,-0.669654,0.0121483,0.0243959,4.77957e-07,0.9,0.82,0
0.0459906,-0.00709006,0.0277131,0.00034873,0.00841854,-0.000261804,0,0,0.0501658,-0.0209815,0,-0.00136138,0,0,0,0.0277156,0.000346225,0.00841854,-0.548101,0.0121601,0.0243579,4.76749e-07,0.92,0.82,0
0.0469935,-0.00712122,0.0277073,0.000375525,0.00842486,-0.000199365,0,0,0.0501345,-0.0209283,0,-0.0010367,0,0,0,0.0277088,0.000374071,0.00842486,-0.4179,0.0121692,0.0243297,4.75864e-07,0.94,0.82,0
0.0479959,-0.00714379,0.0277037,0.000394117,0.00842936,-0.000134275,0,0,0.0501134,-0.0208916,0,-0.000698228,0,0,0,0.0277044,0.000393457,0.00842936,-0.2817,0.0121757,0.0243104,4.75264e-07,0.96,0.82,0
0.0489981,-0.00715745,0.0277018,0.000405039,0.00843204,-6.75323e-05,0,0,0.0501013,-0.0208702,0,-0.000351168,0,0,0,0.0277019,0.000404871,0.00843204,-0.141749,0.0121796,0.0242991,4.74918e-07,0.98,0.82,0
0.05,-0.00716202,0.0277012,0.000408638,0.00843294,-4.39762e-05,0,0,0.0500974,-0.0208632,0,-0.000228676,0,0,0,0.0277012,0.000408567,0.00843294,-0.0923198,0.0121809,0.0242955,4.7481e-07,1,0.82,0
0,0,0.0275425,0.0118039,0.0118039,-0.00573594,0,0,0.0409204,6.50521e-19,0,-0.0298269,0,0,0,0.0294112,0.00993534,0.0118039,-18.0442,0.0170501,0.018612,3.19906e-07,0,0.84,0
0.000818407,-0.000596538,0.027442,0.0105352,0.0113932,-0.00569119,0,0,0.041727,-0.00223068,0,-0.0295942,0,0,0,0.0291793,0.00879793,0.0113932,-16.9751,0.0164568,0.0192156,3.42102e-07,0.02,0.84,0
0.00166908,-0.00119755,0.0278368,0.0093684,0.0111616,-0.00558381,0,0,0.0433557,-0.00466224,0,-0.0290358,0,0,0,0.0293938,0.00781143,0.0111616,-15.5804,0.0161223,0.0201176,3.79374e-07,0.04,0.84,0
0.00255263,-0.00179241,0.0282008,0.00816873,0.0109108,-0.00533842,0,0,0.0449538,-0.0071295,0,-0.0277598,0,0,0,0.0295346,0.00683489,0.0109108,-14.0285,0.0157601,0.0209611,4.13361e-07,0.06,0.84,0
0.00346723,-0.0023698,0.0285053,0.00701365,0.0106557,-0.00496677,0,0,0.0464089,-0.00946926,0,-0.0258272,0,0,0,0.0295976,0.00592133,0.0106557,-12.4033,0.0153915,0.0216999,4.41764e-07,0.08,0.84,0
0.00440899,-0.00291953,0.0287312,0.00595972,0.0104073,-0.00450035,0,0,0.0476421,-0.0115636,0,-0.0234018,0,0,0,0.0295883,0.00510257,0.0104073,-10.7835,0.0150327,0.0223115,4.63553e-07,0.1,0.84,0
0.00537291,-0.00343369,0.0288724,0.0050359,0.0101725,-0.00397808,0,0,0.0486198,-0.0133551,0,-0.020686,0,0,0,0.0295188,0.00438953,0.0101725,-9.22901,0.0146936,0.0227947,4.78865e-07,0.12,0.84,0
0.00635378,-0.00390705,0.0289348,0.00424789,0.00995481,-0.00343599,0,0,0.049348,-0.014838,0,-0.0178672,0,0,0,0.0294041,0.00377858,0.00995481,-7.77768,0.0143792,0.0231635,4.886e-07,0.14,0.84,0
0.00734684,-0.00433684,0.028932,0.00358659,0.00975559,-0.00290171,0,0,0.0498588,-0.0160394,0,-0.0150889,0,0,0,0.02926,0.00325863,0.00975559,-6.44843,0.0140914,0.0234383,4.93987e-07,0.16,0.84,0
0.00834813,-0.00472223,0.0288806,0.00303593,0.00957497,-0.00239346,0,0,0.0501947,-0.0170015,0,-0.012446,0,0,0,0.0291004,0.00281614,0.00957497,-5.24666,0.0138305,0.0236409,4.96261e-07,0.18,0.84,0
0.00935462,-0.0050638,0.0287968,0.00257795,0.00941242,-0.00192153,0,0,0.0503994,-0.0177696,0,-0.00999196,0,0,0,0.0289369,0.00243787,0.00941242,-4.16941,0.0135957,0.0237912,4.96497e-07,0.2,0.84,0
0.0103641,-0.00536306,0.0286943,0.0021955,0.00926696,-0.0014906,0,0,0.0505112,-0.0183858,0,-0.0077511,0,0,0,0.0287779,0.00211192,0.00926696,-3.20947,0.0133856,0.0239055,4.95547e-07,0.22,0.84,0
0.0113751,-0.00562215,0.0285843,0.00187339,0.0091373,-0.00110175,0,0,0.0505622,-0.0188862,0,-0.00572912,0,0,0,0.0286297,0.00182802,0.0091373,-2.35796,0.0131983,0.0239969,4.9405e-07,0.24,0.84,0
0.0123866,-0.00584356,0.0284748,0.00159866,0.00902204,-0.000754138,0,0,0.0505772,-0.0193008,0,-0.00392152,0,0,0,0.028496,0.00157752,0.00902204,-1.60602,0.0130318,0.0240755,4.92466e-07,0.26,0.84,0
0.0133982,-0.00603001,0.0283718,0.00136051,0.00891969,-0.000445973,0,0,0.0505754,-0.0196539,0,-0.00231906,0,0,0,0.0283791,0.00135315,0.00891969,-0.945645,0.012884,0.0241488,4.91115e-07,0.28,0.84,0
0.0144096,-0.00618436,0.0282792,0.00115011,0.00882879,-0.000175255,0,0,0.0505711,-0.0199646,0,-0.000911327,0,0,0,0.0282803,0.00114898,0.00882879,-0.370113,0.0127527,0.0242224,4.90208e-07,0.3,0.84,0
0.015421,-0.00630952,0.0281996,0.000960351,0.00874798,5.98665e-05,0,0,0.0505742,-0.0202478,0,0.000311306,0,0,0,0.0281997,0.00096022,0.00874798,0.125924,0.012636,0.0243003,4.89874e-07,0.32,0.84,0
0.0164326,-0.0064085,0.0281344,0.000785654,0.00867601,0.000260907,0,0,0.0505917,-0.0205149,0,0.00135671,0,0,0,0.0281369,0.000783166,0.00867601,0.546535,0.012532,0.0243849,4.90176e-07,0.34,0.84,0
0.0174447,-0.00648432,0.028084,0.00062185,0.00861176,0.000428995,0,0,0.0506279,-0.0207738,0,0.00223077,0,0,0,0.0280907,0.00061515,0.00861176,0.894744,0.0124392,0.0244774,4.91124e-07,0.36,0.84,0
0.0184577,-0.00654004,0.0280482,0.000466055,0.00855429,0.000564924,0,0,0.0506843,-0.0210294,0,0.0029376,0,0,0,0.0280598,0.00045449,0.00855429,1.17285,0.0123562,0.0245777,4.92686e-07,0.38,0.84,0
0.019472,-0.00657876,0.0280262,0.000316596,0.00850283,0.000669265,0,0,0.0507607,-0.0212842,0,0.00348018,0,0,0,0.0280423,0.000300441,0.00850283,1.38278,0.0122819,0.0246849,4.94787e-07,0.4,0.84,0
0.0204881,-0.00660354,0.0280164,0.000172916,0.00845678,0.000742529,0,0,0.0508549,-0.0215381,0,0.00386115,0,0,0,0.0280361,0.000153128,0.00845678,1.52652,0.0122154,0.0247968,4.97322e-07,0.42,0.84,0
0.0215062,-0.00661747,0.0280169,3.54686e-05,0.0084157,0.000785349,0,0,0.050963,-0.0217886,0,0.00408382,0,0,0,0.0280389,1.34436e-05,0.0084157,1.60643,0.012156,0.0249108,5.00157e-07,0.44,0.84,0
0.0225266,-0.00662353,0.0280254,-9.44323e-05,0.00837928,0.000798673,0,0,0.0510799,-0.0220317,0,0.0041531,0,0,0,0.028048,-0.000117098,0.00837928,1.6256,0.0121034,0.0250232,5.03139e-07,0.46,0.84,0
0.0235494,-0.00662461,0.0280394,-0.00021481,0.00834738,0.000783924,0,0,0.0511992,-0.0222617,0,0.00407641,0,0,0,0.0280611,-0.000236544,0.00834738,1.58807,0.0120573,0.0251304,5.06103e-07,0.48,0.84,0
0.0245746,-0.00662345,0.0280562,-0.000323266,0.00831989,0.000743132,0,0,0.0513145,-0.0224722,0,0.00386429,0,0,0,0.0280757,-0.000342712,0.00831989,1.49895,0.0120176,0.0252283,5.08882e-07,0.5,0.84,0
0.025602,-0.00662254,0.0280732,-0.00041725,0.0082968,0.000678999,0,0,0.0514187,-0.0226565,0,0.00353079,0,0,0,0.0280894,-0.000433423,0.0082968,1.36447,0.0119843,0.0253132,5.1132e-07,0.52,0.84,0
0.0266314,-0.0066241,0.028088,-0.000494342,0.00827809,0.000594896,0,0,0.0515057,-0.0228083,0,0.00309346,0,0,0,0.0281004,-0.000506719,0.00827809,1.19183,0.0119572,0.0253817,5.13276e-07,0.54,0.84,0
0.0276622,-0.00663003,0.0280983,-0.000552514,0.00826374,0.000494796,0,0,0.0515699,-0.0229223,0,0.00257294,0,0,0,0.0281069,-0.000561056,0.00826374,0.989098,0.0119365,0.025431,5.14634e-07,0.56,0.84,0
0.0286942,-0.00664181,0.0281026,-0.000590349,0.00825367,0.000383137,0,0,0.0516072,-0.0229944,0,0.00199231,0,0,0,0.0281077,-0.000595464,0.00825367,0.764889,0.011922,0.0254594,5.15314e-07,0.58,0.84,0
0.0297265,-0.00666054,0.0280996,-0.000607211,0.00824772,0.000264637,0,0,0.0516149,-0.0230228,0,0.00137611,0,0,0,0.0281021,-0.00060965,0.00824772,0.528128,0.0119134,0.0254658,5.15266e-07,0.6,0.84,0
0.0307588,-0.00668686,0.0280889,-0.000603333,0.00824566,0.000144087,0,0,0.0515923,-0.0230074,0,0.00074925,0,0,0,0.0280896,-0.000604056,0.00824566,0.287718,0.0119104,0.0254502,5.14483e-07,0.62,0.84,0
0.0317902,-0.00672102,0.0280703,-0.000579839,0.00824715,2.61132e-05,0,0,0.0515403,-0.0229502,0,0.000135789,0,0,0,0.0280704,-0.000579863,0.00824715,0.0522222,0.0119126,0.0254137,5.12992e-07,0.64,0.84,0
0.0328204,-0.00676283,0.0280446,-0.000538691,0.00825178,-8.50371e-05,0,0,0.0514614,-0.0228552,0,-0.000442193,0,0,0,0.0280449,-0.000538944,0.00825178,-0.170456,0.0119192,0.0253582,5.10854e-07,0.66,0.84,0
0.0338487,-0.00681174,0.0280128,-0.000482558,0.00825906,-0.0001857,0,0,0.0513596,-0.0227282,0,-0.000965638,0,0,0,0.028014,-0.000483768,0.00825906,-0.373367,0.0119298,0.0252865,5.08162e-07,0.68,0.84,0
0.0348747,-0.00686689,0.0279761,-0.000414632,0.00826844,-0.000272946,0,0,0.0512399,-0.022576,0,-0.00141932,0,0,0,0.0279787,-0.000417256,0.00826844,-0.55077,0.0119433,0.0252019,5.05032e-07,0.7,0.84,0
0.0358983,-0.00692717,0.0279363,-0.000338402,0.00827936,-0.000344685,0,0,0.051108,-0.0224062,0,-0.00179236,0,0,0,0.0279405,-0.000342604,0.00827936,-0.698332,0.0119591,0.0251081,5.01595e-07,0.72,0.84,0
0.0369191,-0.00699126,0.027895,-0.000257409,0.00829127,-0.000399691,0,0,0.0509696,-0.0222266,0,-0.00207839,0,0,0,0.0279006,-0.000263082,0.00829127,-0.813233,0.0119763,0.025009,4.97988e-07,0.74,0.84,0
0.0379371,-0.00705774,0.0278538,-0.000175013,0.00830362,-0.000437569,0,0,0.0508303,-0.0220445,0,-0.00227536,0,0,0,0.0278606,-0.000181842,0.00830362,-0.894179,0.0119941,0.0249084,4.94343e-07,0.76,0.84,0
0.0389523,-0.00712513,0.0278141,-9.4201e-05,0.00831596,-0.000458665,0,0,0.0506951,-0.0218664,0,-0.00238506,0,0,0,0.0278216,-0.000101737,0.00831596,-0.941302,0.0120119,0.0248097,4.90782e-07,0.78,0.84,0
0.0399649,-0.00719197,0.0277771,-1.74512e-05,0.00832789,-0.000463925,0,0,0.0505679,-0.0216979,0,-0.00241241,0,0,0,0.0277848,-2.51925e-05,0.00832789,-0.955982,0.0120292,0.0247158,4.87409e-07,0.8,0.84,0
0.040975,-0.00725684,0.0277436,5.33417e-05,0.0083391,-0.00045474,0,0,0.0504518,-0.021543,0,-0.00236465,0,0,0,0.0277511,4.58758e-05,0.0083391,-0.940593,0.0120454,0.0246291,4.84303e-07,0.82,0.84,0
0.0419829,-0.00731843,0.0277143,0.000116874,0.00834934,-0.000432781,0,0,0.0503488,-0.0214044,0,-0.00225046,0,0,0,0.0277211,0.000110088,0.00834934,-0.898216,0.0120602,0.0245511,4.81522e-07,0.84,0.84,0
0.042989,-0.00737554,0.0276892,0.000172386,0.00835847,-0.000399855,0,0,0.0502598,-0.0212838,0,-0.00207925,0,0,0,0.027695,0.000166577,0.00835847,-0.832349,0.0120733,0.0244829,4.79098e-07,0.86,0.84,0
0.0439933,-0.00742713,0.0276684,0.000219585,0.00836639,-0.00035778,0,0,0.0501852,-0.0211817,0,-0.00186046,0,0,0,0.027673,0.000214922,0.00836639,-0.74665,0.0120848,0.0244248,4.77043e-07,0.88,0.84,0
0.0449964,-0.00747226,0.0276516,0.000258529,0.00837305,-0.000308292,0,0,0.0501243,-0.0210977,0,-0.00160312,0,0,0,0.0276551,0.000255059,0.00837305,-0.64472,0.0120944,0.0243768,4.75354e-07,0.9,0.84,0
0.0459983,-0.0075102,0.0276386,0.000289515,0.00837845,-0.000252992,0,0,0.0500765,-0.0210312,0,-0.00131556,0,0,0,0.027641,0.000287175,0.00837845,-0.529951,0.0121022,0.0243387,4.74015e-07,0.92,0.84,0
0.0469994,-0.00754033,0.0276291,0.000312966,0.00838261,-0.000193312,0,0,0.0500408,-0.0209811,0,-0.00100522,0,0,0,0.0276304,0.000311598,0.00838261,-0.405446,0.0121082,0.0243099,4.73007e-07,0.94,0.84,0
0.0479999,-0.00756218,0.0276225,0.000329324,0.00838555,-0.00013052,0,0,0.0500161,-0.0209462,0,-0.000678706,0,0,0,0.0276231,0.0003287,0.00838555,-0.273989,0.0121125,0.0242897,4.72305e-07,0.96,0.84,0
0.0490001,-0.00757541,0.0276187,0.000338969,0.0083873,-6.5743e-05,0,0,0.0500016,-0.0209257,0,-0.000341863,0,0,0,0.0276189,0.00033881,0.0083873,-0.138079,0.012115,0.0242779,4.71893e-07,0.98,0.84,0
0.05,-0.00757985,0.0276175,0.000342154,0.00838788,-4.26379e-05,0,0,0.0499969,-0.0209189,0,-0.000221717,0,0,0,0.0276175,0.000342088,0.00838788,-0.089567,0.0121158,0.0242741,4.71762e-07,1,0.84,0
0,0,0.0278242,0.0119246,0.0119246,-0.00618718,0,0,0.0413388,-3.25261e-19,0,-0.0321734,0,0,0,0.0299481,0.00980069,0.0119246,-18.9465,0.0172245,0.0191739,3.47105e-07,0,0.86,0
0.000826776,-0.000643467,0.027711,0.0105018,0.0114638,-0.0061297,0,0,0.0422426,-0.00250136,0,-0.0318744,0,0,0,0.0296711,0.0085417,0.0114638,-17.7325,0.0165589,0.0198304,3.71367e-07,0.02,0.86,0
0.00168971,-0.00129599,0.0281365,0.00916159,0.0111894,-0.00600175,0,0,0.0440625,-0.00527241,0,-0.0312091,0,0,0,0.0298755,0.00742262,0.0111894,-16.1587,0.0161625,0.0208266,4.13261e-07,0.04,0.86,0
0.00258927,-0.00194296,0.0285142,0.00779488,0.0108927,-0.00569008,0,0,0.0458158,-0.00805436,0,-0.0295884,0,0,0,0.029974,0.00633508,0.0108927,-14.389,0.0157339,0.0217217,4.49261e-07,0.06,0.86,0
0.00352234,-0.00256923,0.028806,0.00651474,0.0105962,-0.00522133,0,0,0.0473455,-0.0106119,0,-0.0271509,0,0,0,0.0299684,0.00535235,0.0105962,-12.5507,0.0153057,0.0224581,4.76554e-07,0.08,0.86,0
0.00448309,-0.00316197,0.0289913,0.00539044,0.0103145,-0.00464895,0,0,0.0485596,-0.0128026,0,-0.0241745,0,0,0,0.029874,0.0045077,0.0103145,-10.7513,0.0148987,0.0230189,4.94607e-07,0.1,0.86,0
0.00546472,-0.00371218,0.0290699,0.00444504,0.0100545,-0.00403052,0,0,0.0494401,-0.0145846,0,-0.0209587,0,0,0,0.0297128,0.00380212,0.0100545,-9.06302,0.0145231,0.0234191,5.0457e-07,0.12,0.86,0
0.0064607,-0.00421473,0.0290581,0.00367008,0.00981845,-0.00341225,0,0,0.0500231,-0.0159858,0,-0.0177437,0,0,0,0.0295087,0.00321946,0.00981845,-7.52296,0.0141822,0.0236894,5.08373e-07,0.14,0.86,0
0.00746564,-0.00466765,0.0289797,0.00304255,0.00960668,-0.00282432,0,0,0.0503699,-0.0170668,0,-0.0146865,0,0,0,0.0292837,0.00273857,0.00960668,-6.14307,0.0138763,0.0238642,5.08016e-07,0.16,0.86,0
0.0084755,-0.00507117,0.028859,0.00253589,0.00941846,-0.00228281,0,0,0.0505453,-0.0178947,0,-0.0118706,0,0,0,0.0290555,0.00233939,0.00941846,-4.91989,0.0136044,0.0239737,5.05182e-07,0.18,0.86,0
0.00948745,-0.00542694,0.0287162,0.00212549,0.00925252,-0.00179402,0,0,0.0506057,-0.0185303,0,-0.00932892,0,0,0,0.0288367,0.00200499,0.00925252,-3.84242,0.0133647,0.0240417,5.01132e-07,0.2,0.86,0
0.0104997,-0.0057374,0.0285669,0.00179035,0.00910718,-0.00135849,0,0,0.0505953,-0.0190238,0,-0.00706414,0,0,0,0.0286357,0.00172161,0.00910718,-2.89694,0.0131548,0.024086,4.96734e-07,0.22,0.86,0
0.0115113,-0.00600547,0.0284218,0.00151337,0.00898056,-0.000973726,0,0,0.0505473,-0.0194147,0,-0.00506337,0,0,0,0.028457,0.00147818,0.00898056,-2.06973,0.0129719,0.0241192,4.92556e-07,0.24,0.86,0
0.0125216,-0.00623425,0.028288,0.00128085,0.00887067,-0.000636049,0,0,0.0504852,-0.0197335,0,-0.00330745,0,0,0,0.028303,0.00126588,0.00887067,-1.34838,0.0128132,0.0241501,4.88946e-07,0.26,0.86,0
0.0135307,-0.00642695,0.0281699,0.00108196,0.00877557,-0.000341565,0,0,0.0504254,-0.0200034,0,-0.00177614,0,0,0,0.0281742,0.00107765,0.00877557,-0.722315,0.0126758,0.0241846,4.86104e-07,0.28,0.86,0
0.0145386,-0.00658678,0.0280699,0.000908171,0.00869341,-8.6706e-05,0,0,0.0503788,-0.0202416,0,-0.000450871,0,0,0,0.0280701,0.000907894,0.00869341,-0.182898,0.0125571,0.0242266,4.84129e-07,0.3,0.86,0
0.0155458,-0.00671696,0.0279888,0.000752868,0.0086225,0.000131536,0,0,0.0503524,-0.020461,0,0.000683989,0,0,0,0.0279894,0.000752233,0.0086225,0.276702,0.0124547,0.0242784,4.83049e-07,0.32,0.86,0
0.0165527,-0.00682068,0.0279267,0.000610995,0.00856131,0.000315555,0,0,0.05035,-0.0206708,0,0.00164088,0,0,0,0.0279303,0.000607351,0.00856131,0.661771,0.0123663,0.024341,4.82845e-07,0.34,0.86,0
0.0175598,-0.00690113,0.0278828,0.000478842,0.00850849,0.000467173,0,0,0.0503732,-0.0208771,0,0.0024293,0,0,0,0.0278908,0.00047088,0.00850849,0.97638,0.01229,0.0244144,4.8346e-07,0.36,0.86,0
0.0185677,-0.00696145,0.0278558,0.000353869,0.00846289,0.000587758,0,0,0.0504215,-0.0210835,0,0.00305634,0,0,0,0.0278683,0.000341314,0.00846289,1.22375,0.0122242,0.0244976,4.84807e-07,0.38,0.86,0
0.0195767,-0.00700475,0.0278438,0.00023459,0.00842352,0.000678371,0,0,0.0504928,-0.0212912,0,0.00352753,0,0,0,0.0278605,0.000217933,0.00842352,1.40665,0.0121673,0.024589,4.86773e-07,0.4,0.86,0
0.0205874,-0.00703412,0.0278448,0.000120455,0.00838958,0.000739944,0,0,0.0505836,-0.0214997,0,0.00384771,0,0,0,0.0278645,0.00010072,0.00838958,1.52773,0.0121183,0.0246861,4.89228e-07,0.42,0.86,0
0.0216,-0.00705258,0.0278563,1.17309e-05,0.00836041,0.000773453,0,0,0.0506893,-0.0217066,0,0.00402195,0,0,0,0.0278778,-9.73718e-06,0.00836041,1.5899,0.0120761,0.0247861,4.92022e-07,0.44,0.86,0
0.0226149,-0.00706305,0.0278757,-9.06289e-05,0.00833551,0.000780094,0,0,0.0508044,-0.021908,0,0.00405649,0,0,0,0.0278974,-0.000112372,0.00833551,1.59656,0.0120402,0.0248856,4.94999e-07,0.46,0.86,0
0.0236322,-0.0070683,0.0279001,-0.000185155,0.00831449,0.000761427,0,0,0.0509227,-0.0220991,0,0.00395942,0,0,0,0.0279208,-0.000205783,0.00831449,1.55184,0.0120098,0.024981,4.97993e-07,0.48,0.86,0
0.0246518,-0.00707096,0.0279269,-0.000270051,0.00829707,0.000719484,0,0,0.0510377,-0.0222745,0,0.00374132,0,0,0,0.0279453,-0.000288398,0.00829707,1.46071,0.0119847,0.0250689,5.00846e-07,0.5,0.86,0
0.0256737,-0.0070734,0.0279535,-0.000343403,0.00828301,0.000656828,0,0,0.0511431,-0.0224287,0,0.00341551,0,0,0,0.0279687,-0.000358641,0.00828301,1.329,0.0119644,0.025146,5.03407e-07,0.52,0.86,0
0.0266976,-0.00707773,0.0279772,-0.000403393,0.00827215,0.00057655,0,0,0.0512332,-0.0225564,0,0.00299806,0,0,0,0.0279889,-0.000415101,0.00827215,1.16332,0.0119487,0.0252092,5.05543e-07,0.54,0.86,0
0.027723,-0.00708574,0.0279962,-0.000448496,0.00826432,0.000482218,0,0,0.051303,-0.0226533,0,0.00250753,0,0,0,0.0280044,-0.000456669,0.00826432,0.970952,0.0119374,0.0252563,5.07145e-07,0.56,0.86,0
0.0287497,-0.00709886,0.0280088,-0.000477652,0.00825934,0.000377767,0,0,0.0513485,-0.0227162,0,0.00196439,0,0,0,0.0280138,-0.00048266,0.00825934,0.759639,0.0119302,0.0252854,5.08132e-07,0.58,0.86,0
0.029777,-0.00711813,0.0280137,-0.000490388,0.008257,0.000267353,0,0,0.0513675,-0.0227432,0,0.00139024,0,0,0,0.0280162,-0.000492895,0.008257,0.537341,0.0119268,0.0252958,5.08453e-07,0.6,0.86,0
0.0308044,-0.00714421,0.0280105,-0.000486894,0.00825708,0.000155177,0,0,0.0513589,-0.0227343,0,0.000806923,0,0,0,0.0280113,-0.000487739,0.00825708,0.311982,0.0119269,0.0252873,5.08093e-07,0.62,0.86,0
0.0318313,-0.00717736,0.027999,-0.000468037,0.00825929,4.52993e-05,0,0,0.0513233,-0.0226911,0,0.000235556,0,0,0,0.0279991,-0.000468109,0.00825929,0.0911739,0.0119301,0.0252607,5.07069e-07,0.64,0.86,0
0.0328573,-0.00721748,0.0279797,-0.000435318,0.00826332,-5.85456e-05,0,0,0.0512626,-0.0226164,0,-0.000304437,0,0,0,0.0279798,-0.000435439,0.00826332,-0.11805,0.0119359,0.0252174,5.05427e-07,0.66,0.86,0
0.0338818,-0.00726412,0.0279535,-0.000390781,0.0082688,-0.000153108,0,0,0.0511801,-0.0225149,0,-0.000796163,0,0,0,0.0279543,-0.000391608,0.0082688,-0.309485,0.0119438,0.0251596,5.03243e-07,0.68,0.86,0
0.0349045,-0.00731654,0.0279215,-0.000336867,0.00827538,-0.000235754,0,0,0.0510798,-0.0223918,0,-0.00122592,0,0,0,0.0279234,-0.000338834,0.00827538,-0.477963,0.0119533,0.0250899,5.00612e-07,0.7,0.86,0
0.035925,-0.00737375,0.0278852,-0.000276253,0.00828268,-0.000304545,0,0,0.0509665,-0.0222532,0,-0.00158363,0,0,0,0.0278885,-0.000279547,0.00828268,-0.619515,0.0119639,0.0250114,4.97645e-07,0.72,0.86,0
0.0369432,-0.00743457,0.0278461,-0.000211668,0.00829034,-0.000358272,0,0,0.0508451,-0.0221052,0,-0.00186302,0,0,0,0.0278507,-0.000216242,0.00829034,-0.731455,0.0119749,0.0249271,4.94459e-07,0.74,0.86,0
0.0379588,-0.00749773,0.0278059,-0.00014572,0.00829805,-0.000396433,0,0,0.0507204,-0.0219538,0,-0.00206145,0,0,0,0.0278115,-0.000151341,0.00829805,-0.812398,0.0119861,0.0248404,4.91173e-07,0.76,0.86,0
0.038972,-0.00756186,0.0277658,-8.0754e-05,0.00830552,-0.000419162,0,0,0.0505968,-0.0218043,0,-0.00217964,0,0,0,0.0277721,-8.7062e-05,0.00830552,-0.862189,0.0119969,0.024754,4.87897e-07,0.78,0.86,0
0.0399827,-0.00762559,0.0277272,-1.87448e-05,0.00831253,-0.000427136,0,0,0.0504781,-0.0216613,0,-0.00222111,0,0,0,0.0277337,-2.53188e-05,0.00831253,-0.881765,0.012007,0.0246705,4.84728e-07,0.8,0.86,0
0.0409911,-0.00768759,0.027691,3.8764e-05,0.00831892,-0.000421444,0,0,0.0503673,-0.0215284,0,-0.00219151,0,0,0,0.0276974,3.23423e-05,0.00831892,-0.872968,0.0120162,0.0245921,4.81748e-07,0.82,0.86,0
0.0419974,-0.0077466,0.027658,9.06731e-05,0.00832459,-0.000403463,0,0,0.0502668,-0.0214082,0,-0.00209801,0,0,0,0.0276639,8.47695e-05,0.00832459,-0.838317,0.0120244,0.0245205,4.79019e-07,0.84,0.86,0
0.0430018,-0.00780145,0.0276286,0.000136301,0.00832949,-0.000374735,0,0,0.0501778,-0.0213023,0,-0.00194862,0,0,0,0.0276338,0.000131194,0.00832949,-0.780778,0.0120315,0.0244567,4.76585e-07,0.86,0.86,0
0.0440045,-0.0078511,0.0276033,0.000175328,0.0083336,-0.000336866,0,0,0.0501013,-0.0212115,0,-0.0017517,0,0,0,0.0276075,0.000171192,0.0083336,-0.703556,0.0120374,0.0244014,4.74474e-07,0.88,0.86,0
